"id","level"
1001,0
1003,0
1005,3
1007,0
1009,0
1011,0
1013,0
1015,0
1017,0
1019,0
1021,0
1023,0
1025,0
1027,0
1029,0
1031,0
1033,0
1035,0
1037,0
1039,0
1041,0
1043,0
1045,1
1047,0
1049,0
1051,0
1053,0
1055,0
1057,0
1059,0
1061,0
1063,0
1065,0
1067,3
1069,2
1071,0
1073,0
1075,0
1077,0
1079,0
1081,1
1083,0
1085,0
1087,0
1089,0
1091,0
1093,0
1095,0
1097,0
1099,0
1101,0
1103,0
1105,0
1107,0
1109,0
1111,0
1113,3
1115,0
1117,0
1119,0
1121,0
1123,0
1125,0
1127,0
1129,0
1131,0
1133,0
2013,0
2016,0
2020,0
2050,0
2060,0
2068,0
2070,0
2090,0
2100,0
2110,0
2122,0
2130,0
2150,0
2164,0
2170,0
2180,0
2185,0
2188,0
2201,0
2220,0
2232,0
2240,0
2261,0
2270,0
2280,0
2282,0
2290,0
4001,2
4003,1
4005,2
4007,1
4009,1
4011,1
4012,1
4013,1
4015,2
4017,2
4019,1
4021,1
4023,0
4025,1
4027,1
5001,0
5003,0
5005,0
5007,0
5009,0
5011,0
5013,0
5015,0
5017,0
5019,0
5021,0
5023,0
5025,0
5027,0
5029,0
5031,0
5033,0
5035,0
5037,0
5039,0
5041,0
5043,0
5045,0
5047,0
5049,0
5051,0
5053,0
5055,0
5057,0
5059,0
5061,0
5063,0
5065,0
5067,0
5069,0
5071,0
5073,0
5075,0
5077,0
5079,0
5081,0
5083,0
5085,0
5087,0
5089,0
5091,0
5093,0
5095,0
5097,0
5099,0
5101,0
5103,0
5105,0
5107,0
5109,0
5111,0
5113,0
5115,0
5117,0
5119,0
5121,0
5123,0
5125,0
5127,0
5129,0
5131,0
5133,0
5135,0
5137,0
5139,0
5141,0
5143,0
5145,0
5147,0
5149,0
6001,0
6003,1
6005,0
6007,0
6009,0
6011,0
6013,0
6015,0
6017,1
6019,1
6021,0
6023,0
6025,1
6027,1
6029,1
6031,0
6033,0
6035,1
6037,1
6039,1
6041,0
6043,0
6045,0
6047,0
6049,2
6051,2
6053,0
6055,0
6057,1
6059,1
6061,1
6063,0
6065,1
6067,0
6069,0
6071,1
6073,1
6075,0
6077,0
6079,1
6081,0
6083,1
6085,0
6087,0
6089,0
6091,1
6093,1
6095,0
6097,0
6099,0
6101,0
6103,0
6105,0
6107,1
6109,1
6111,1
6113,0
6115,0
8001,2
8003,2
8005,2
8007,2
8009,2
8011,2
8013,2
8014,2
8015,2
8017,1
8019,2
8021,2
8023,2
8025,1
8027,2
8029,1
8031,2
8033,2
8035,2
8037,2
8039,2
8041,2
8043,1
8045,2
8047,2
8049,2
8051,2
8053,2
8055,2
8057,2
8059,2
8061,1
8063,1
8065,2
8067,2
8069,2
8071,2
8073,1
8075,2
8077,1
8079,2
8081,2
8083,2
8085,1
8087,2
8089,2
8091,2
8093,2
8095,2
8097,2
8099,2
8101,2
8103,2
8105,2
8107,2
8109,2
8111,2
8113,2
8115,2
8117,2
8119,2
8121,1
8123,2
8125,2
9001,3
9003,3
9005,3
9007,3
9009,3
9011,3
9013,3
9015,3
10001,3
10003,3
